producto;presentacion;marca;categoria;catalogo;precio;fechaRegistro;cadenaComercial;giro;nombreComercial;direccion;estado;municipio;latitud;longitud
GALLETAS DULCES;PAQUETE 280 GR. POLVORONES;MARINELA;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;12.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
GALLETAS DULCES;CAJA 752 GR. SANDWICH. OREO. CHOCOLATE CON RELLENO CREMOSO BLANCO;NABISCO;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;36.85;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ATUN;LATA 170 GR. EN ACEITE;HERDEZ;PESCADOS Y MARISCOS EN CONSERVA;MERCADOS;10.35;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE EN POLVO;ENTERA. BOLSA 500 GR.;ALPURA;LECHE PROCESADA;BASICOS;44.4;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE PASTEURIZADA;ENTERA. BOTELLA 1 LT.;AL-DIA;LECHE PROCESADA;BASICOS;10.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
YOGHURT;VASO 125 GR. FRESA;LALA;DERIVADOS DE LECHE;BASICOS;2.9;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PAN BLANCO BOLILLO;PIEZA;S/M;PAN;BASICOS;1.2;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PAN DE CAJA;PAQUETE GRANDE 680 GR. INTEGRAL. REBANADO;WONDER. 100%;PAN;BASICOS;27,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
GALLETAS DULCES;PAQUETE 280 GR. POLVORONES;MARINELA;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;13,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CARNE POLLO;1 KG. GRANEL. ENTERO. CON VICERAS O TIPO SUPER;S/M;CARNE DE AVE;BASICOS;29.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CARNE CERDO;1 KG. GRANEL. CHULETA AHUMADA O ENTRECOT AHUMADO;S/M;CARNE Y VISCERAS DE CERDO;BASICOS;69,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CARNE RES;1 KG. GRANEL. FILETE LIMPIO;S/M;CARNE Y VISCERAS DE RES;BASICOS;225,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
SHAMPOO;BOTELLA 400 ML. PROTECCION CAIDA;HEAD & SHOULDERS;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;39,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PAÑALES DESECHABLES;PAQUETE 38 PIEZAS. ETAPA 4. NIÑA;HUGGIES. ULTRA CONFORT;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;170,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
ACONDICIONADOR / ENJUAGUE;BOTELLA 350 ML. ORIGINAL. HUMECTANTE;FOLICURE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;53,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
ACONDICIONADOR Y ENJUAGUE;BOTELLA 300 ML. FRUCTIS. STOP CAIDA;GARNIER;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;35,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TINTE PARA EL CABELLO;CAJA;REVITALIQUE. 4;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;74,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TINTE PARA EL CABELLO;CAJA;WELLA KOLESTON. 40;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;58,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TINTE PARA EL CABELLO;CAJA;GARNIER. NUTRISSE. 40;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;58,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
RASTRILLOS DESECHABLES;PAQUETE CON 2. PRESTO BARBA. PIEL SENSIBLE;GILLETTE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;30,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DESODORANTE;ROLL ON 65 ML. NEUTRO BALANCE (BOTELLA TRANSPARENTE);PALMOLIVE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;24,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CANELA;BOLSA 50 GR. EN RAMA;VERDE VALLE;PRODUCTOS DE TEMPORADA (NAVIDEÐOS);BASICOS;25,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TOALLA DE PAPEL;PAQUETE 2 ROLLOS 60 HOJAS DOBLES;VOGUE;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;22,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TOALLA FEMENINA;BOLSA 14 PIEZAS. CON MANZANILLA, FLUJO MODERADO. CON ALAS;NATURELLA;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;23,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TOALLA FEMENINA;BOLSA 16 PIEZAS. NATURAL FLEX. ANATÓMICA. CON ALAS;KOTEX;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;26,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
BISOLVON ADULTO;CAJA CON FRASCO CON 100 ML SOLUCION;SIN MARCA;MEDICAMENTOS;MEDICAMENTOS;74,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
AZITROCIN;CAJA CON 3 TABLETAS RECUBIERTAS DE 500 MG;SIN MARCA;MEDICAMENTOS;MEDICAMENTOS;340,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
INDERALICI;CAJA CON 42 TABLETAS DE 10 MG.;ASTRAZENECA, S.A. DE C.V.;MEDICAMENTOS;MEDICAMENTOS;67,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DILACORAN RETARD;CAJA CON 30 TABLETAS DE 120 MG.;ABBOTT LABORATORIES DE MEXICO, S.A. DE C.V.;MEDICAMENTOS;MEDICAMENTOS;287.3;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CREMA LIQUIDA;BOTELLA 400 ML. PIEL SECA. AGUA DE ROSAS + ACEITE DE AGUACATE;PALMOLIVE. HYDRA NATURA;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;48,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CREMA LIQUIDA;BOTELLA 420 ML. CLASICA PIEL SECA.;HINDS;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;40,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
NAXEN;CAJA CON 45 TABLETAS DE 500 MG;SYNTEX, S.A. DE C.V.;MEDICAMENTOS;MEDICAMENTOS;378.49;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
INSECTICIDA AEROSOL;BOTE 285 GR. (SIN PROMOCION) O BOTE 342 GR. (CON PROMOCION);H-24. PODER FULMINANTE. ULTRA EFICAZ;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;39,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
INSECTICIDA AEROSOL;BOTE 309 GR. (SIN PROMOCION) O BOTE 372 GR. (CON PROMOCION);H-24. CASA Y JARDIN;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;34,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TEGRETOL;CAJA CON 30 COMPRIMIDOS DE  200 MG;SIN MARCA;MEDICAMENTOS;MEDICAMENTOS;224.7;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
AVELOX 7D;CAJA CON 7 TABLETAS DE 400 MG.;S/M;MEDICAMENTOS;MEDICAMENTOS;319.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
ZOVIRAX;CAJA CON FRASCO SUSPENSION CON 60 ML 200 MG/5 ML SABOR PLATANO;GLAXO WELLCOME MEXICO, S.A. DE C.V.;MEDICAMENTOS;MEDICAMENTOS;174,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DVD / BLU RAY;"DMP-BD45. 1 CD; DOLBY TRUE HD; DTS-HD MASTER AUDIO; BLU-RAY; DVD;CD; USB; REGION 4";PANASONIC;APARATOS ELECTRONICOS;ELECTRODOMESTICOS;2340,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TELEVISORES;KDL-40EX401. COLOR 40 PLGS. PANTALLA CRISTAL LIQUIDO;SONY. BRAVIA;APARATOS ELECTRONICOS;ELECTRODOMESTICOS;10980,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
FOCO;TRANSPARENTE DE 25 A 100 WATTS;MARCA INSTITUCIONAL;ACCESORIOS DOMESTICOS;BASICOS;5.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DETERGENTE P/TRASTES;BOTELLA 900 ML. LIQUIDO. LIMON;AXION;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;19.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DETERGENTE P/ROPA;BOTELLA 1 LT. LIQUIDO;MAS. BLANCO;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;35,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DETERGENTE P/ROPA;BOTELLA 1 LT. LIQUIDO. DELICADA;VEL ROSITA;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;36.2;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
COL;1 KG. BLANCA;S/M;HORTALIZAS FRESCAS;FRUTAS Y LEGUMBRES;9.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
BROCOLI;1 KG.;S/M;HORTALIZAS FRESCAS;FRUTAS Y LEGUMBRES;24.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PAPAYA;1 KG. MARADOL;S/M;FRUTAS FRESCAS;FRUTAS Y LEGUMBRES;23.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
NARANJA;1 KG. VERACRUZ;S/M;FRUTAS FRESCAS;FRUTAS Y LEGUMBRES;6.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
MELON;1 KG. CHINO;S/M;FRUTAS FRESCAS;FRUTAS Y LEGUMBRES;14.5;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
TELEVISORES;32 LD 350. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO;LG;APARATOS ELECTRONICOS;ELECTRODOMESTICOS;6290,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CHILES EN LATA;LATA 220 GR. CHIPOTLES ADOBADOS;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;11.6;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CHILES EN LATA;LATA 220 GR. JALAPENOS RAJAS;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;6.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
FRIJOL;BOLSA 1 KG. PERUANO;MORELOS. INDEPENDIENTE;LEGUMBRES SECAS;BASICOS;18,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
FRIJOL;BOLSA 1 KG. PINTO;VERDE VALLE;LEGUMBRES SECAS;BASICOS;22,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PAPA;1 KG. CRIOLLA GRANDE;S/M;HORTALIZAS FRESCAS;FRUTAS Y LEGUMBRES;21.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
JITOMATE;1 KG. SALADETTE;S/M;HORTALIZAS FRESCAS;FRUTAS Y LEGUMBRES;18.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
HORTALIZAS CONGELADAS;BOLSA 500 GR.;GUARNICION DE VERDURAS. LA HUERTA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;17.7;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
HORTALIZAS CONGELADAS;BOLSA 500 GR.;GRANOS DE ELOTE. LA HUERTA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;28,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CHICHAROS EN LATA;LATA 220 GR.;CLEMENTE JACQUES;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;5,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PURE DE TOMATE;CAJA 1 KG. CONDIMENTADO;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;18,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
PURE DE TOMATE;CAJA 1 KG. CONDIMENTADO;DEL FUERTE;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;15.9;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CHILES EN LATA;LATA 215 GR. JALAPENOS EN ESCABECHE;SAN MARCOS;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;6,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
CAFE SOLUBLE;FRASCO 200 GR. ROJA CON AZUCAR;LEGAL;CAFE;MERCADOS;44,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
AZUCAR;BOLSA PLASTICO 2 KG. ESTANDAR MORENA;S/M;AZUCAR;MERCADOS;36,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
DURAZNOS EN ALMIBAR;LATA 800 GR. MITADES;HERDEZ;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;30,00;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
MERMELADA;FRASCO 270 GR. FRESA;MC CORMICK;FRUTAS Y LEGUMBRES PROCESADAS;MERCADOS;15.3;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
FRIJOLES;LATA 400 GR. REFRITOS. NEGRO;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;9.2;2011-01-10 00:00:00.000;WAL-MART;TIENDA DE AUTOSERVICIO;WAL MART SUCURSAL ECHEGARAY;EMILIANO ZAPATA NO. 7     ENTRE REFORMA Y CUAUHTEMOC;MÉXICO;NAUCALPAN                               ;19.483.909;-9.923.318
