producto;presentacion;marca;categoria;catalogo;precio;fechaRegistro;cadenaComercial;giro;nombreComercial;direccion;estado;municipio;latitud;longitud
ELOTE;LATA 220 GR. EN GRANO;CLEMENTE JACQUES;HORTALIZAS FRESCAS;BASICOS;7,00;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
RASTRILLOS DESECHABLES;PAQUETE CON 2. PRESTO BARBA. EXCEL (ROSA);GILLETTE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;31.35;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
RASTRILLOS DESECHABLES;PAQUETE CON 2. PRESTO BARBA. ULTRA GRIP;GILLETTE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;25.6;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
JABON DE TOCADOR;BARRA 180 GR.;CAMAY. CLASICO;ARTS. PARA EL CUIDADO PERSONAL;MERCADOS;8.78;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CAFE TOSTADO Y MOLIDO;BOLSA 454 GR. DESCAFEINADO;KASINKA;CAFE;BASICOS;57.95;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CAFE TOSTADO Y MOLIDO;BOLSA 200 GR. MEZCLADO CON AZUCAR;LEGAL;CAFE;BASICOS;19.5;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CAFE SOLUBLE;FRASCO 180 GR.;NESCAFE DOLCA;CAFE;BASICOS;40.8;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
COCTEL DE FRUTAS EN ALMIBAR;LATA 850 GR.;HERDEZ;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;27.7;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PIÑA EN ALMIBAR;LATA 800 GR. REBANADA;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;21.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MERMELADA;FRASCO 540 GR. FRESA;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;19.88;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
BARRA LIMPIADORA;BARRA 350 GR.;VEL ROSITA;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;9.78;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
VINAGRE;BOTELLA 1.05 LT. BLANCO. ALCOHOL CANA;LA COSTENA;CONDIMENTOS;BASICOS;8.18;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
VINAGRE;BOTELLA 500 ML. DE MANZANA;CLEMENTE JACQUES;CONDIMENTOS;BASICOS;8.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
VINAGRE;BOTELLA 1 LT. BLANCO ALCOHOL CANA;CLEMENTE JACQUES;CONDIMENTOS;BASICOS;8.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MAYONESA;FRASCO 385 GR. CON JUGO DE LIMONES;LA COSTENA;CONDIMENTOS;BASICOS;18.95;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MAYONESA;FRASCO 350 GR. TIPO CASERO;KRAFT;CONDIMENTOS;BASICOS;18.1;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
GALLETAS DULCES;CAJA 709 GR. EMPERADOR. CHOCOLATE SANDWICH;GAMESA;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;31.3;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PASTA PARA SOPA;PAQUETE 200 GR. SPAGHETTI;LA MODERNA;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;3.5;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
HARINA HOT CAKES;PAQUETE 1 KG. TRADICIONALES;TRES ESTRELLAS;GALLETAS PASTAS Y HARINAS DE TRIGO;BASICOS;17.1;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PAN DE CAJA;PAQUETE 210 GR. TOSTADO. CLÁSICO;BIMBO;PAN;BASICOS;12.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PAN DE CAJA;PAQUETE GRANDE 680 GR. REBANADO BLANCO;BIMBO;PAN;BASICOS;19.3;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
TORTILLA DE HARINA DE TRIGO;BOLSA 22 PIEZAS;TORTILLINAS TIA ROSA;TORTILLAS Y DERIVADOS DEL MAIZ;BASICOS;16.7;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE CONDENSADA;BOTELLA 450 GR. (PLASTICO);LA LECHERA;LECHE PROCESADA;BASICOS;22.8;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ATUN;LATA 170 GR. EN ACEITE;NAIR;PESCADOS Y MARISCOS EN CONSERVA;MERCADOS;9.95;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ALPINO. PAVINO;1 KG. GRANEL. SALCHICHA. DE PAVO;S/M;CARNES FRIAS SECAS Y EMBUTIDOS;BASICOS;50,00;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CEREAL MIXTO;BOTE 400 GR. FORTIFICADO;3 MINUTOS;ARROZ Y CEREALES PREPARADOS;MERCADOS;11.8;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CORN FLAKES;CAJA 500 GR.;NESTLE;ARROZ Y CEREALES PREPARADOS;BASICOS;29.55;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
HARINA DE ARROZ;CAJA 250 GR.;TRES ESTRELLAS;ARROZ Y CEREALES PREPARADOS;MERCADOS;5.05;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE ULTRAPASTEURIZADA;CON GRASA VEGETAL. CAJA 1 LT. (MEZCLA);ALPURA 2000. SIN COLESTEROL;LECHE PROCESADA;BASICOS;14.75;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
YOGHURT;VASO 150 GR. FRESA;ALPURA;DERIVADOS DE LECHE;BASICOS;3.55;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
YOGHURT;BOTE 1 KG. FRESA;ALPURA;DERIVADOS DE LECHE;BASICOS;21.2;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CREMA;BOTE 450 ML. REDUCIDA EN GRASA;ALPURA;DERIVADOS DE LECHE;BASICOS;17.9;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CREMA;BOTE 450 ML.;ALPURA;DERIVADOS DE LECHE;BASICOS;17.9;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CREMA;VASO 200 ML.;ALPURA;DERIVADOS DE LECHE;MERCADOS;7.85;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
PAPEL HIGIENICO;PAQUETE 12 ROLLOS. CON AROMA 204 HOJAS DOBLES;SUAVEL;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;25.5;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
TOALLA FEMENINA;BOLSA 16 PIEZAS. ULTRA DELGADA. CON ALAS;KOTEX;ARTS. DE PAPEL P/HIGIENE PERSONAL;BASICOS;21.59;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MARGARINA;BARRA 225 GR. SIN SAL;IBERIA. 4 EN 1;ACEITES Y GRASAS VEG. COMESTIBLES;BASICOS;8.65;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MARGARINA;CAJA PLASTICO 400 GR. SIN SAL;PRIMAVERA CHANTILLY;ACEITES Y GRASAS VEG. COMESTIBLES;BASICOS;24.5;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ACEITE;BOTELLA 1 LT. CANOLA;CANOIL;ACEITES Y GRASAS VEG. COMESTIBLES;BASICOS;22.1;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ACEITE;BOTELLA 1 LT. MAIZ;MAZOLA;ACEITES Y GRASAS VEG. COMESTIBLES;BASICOS;31.65;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CREMA DENTAL;TUBO 125 ML.;COLGATE. MAXIMA PROTECCION ANTICARIES. CON CALCIO;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;16.44;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CREMA DENTAL;TUBO 100 GR.;FRESKA-RA. 4D;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;9.68;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
JABON DE TOCADOR;BARRA 180 GR. ANTIBACTERIAL VITAMINA E (ROSA);ESCUDO;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;8.6;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
RASTRILLOS DESECHABLES;PAQUETE CON 2. PRESTO BARBA. ULTRA GRIP. MOVIL;GILLETTE;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;25.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
SHAMPOO;BOTELLA 800 ML. CON PROTEINA. CON ACONDICIONADOR. SUAVE;MENNEN;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;38.1;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
ACONDICIONADOR / ENJUAGUE;BOTELLA 400 ML. PROTECCION CAIDA;HEAD & SHOULDERS;ARTS. PARA EL CUIDADO PERSONAL;BASICOS;44.59;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
SALSA DE SOYA;BOTELLA 175 ML. ETIQUETA ROJA;PASA;CONDIMENTOS;BASICOS;10.98;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
DETERGENTE P/ROPA;BOTELLA 1 LT. LIQUIDO;MAS COLOR;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;31.8;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
DETERGENTE P/TRASTES;BOLSA 900 GR. POLVO. (VERDE). LIMA-LIMON;AXION;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;16.25;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LIMPIADOR LIQUIDO P/PISO;BOTELLA 1 LT. MULTIUSOS;AJAX AMONIA;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;15.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LIMPIADOR LIQUIDO P/PISO;BOTELLA 1 LT. MULTIUSOS .FRESCA LAVANDA O MAR FRESCO;FABULOSO;DETERGENTES Y PRODUCTOS SIMILARES;MERCADOS;14.6;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
DETERGENTE P/ROPA Y TRASTES;BOLSA 1 KG. POLVO;ROMA;DETERGENTES Y PRODUCTOS SIMILARES;BASICOS;20.93;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CONCENTRADO DE POLLO;PAQUETE 500 GR. CONSOME;SOLO DOÑA MARIA;CONDIMENTOS;BASICOS;22.05;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MAYONESA;FRASCO 790 GR. ESPESITA Y CON JUGO DE LIMON;HELLMANN S;CONDIMENTOS;BASICOS;33.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MAYONESA;FRASCO 395 GR. ADEREZO DE MAYONESA;HELLMANN S LIGHT;CONDIMENTOS;BASICOS;19.4;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
SALSA CATSUP;BOTELLA 340 GR.;CLEMENTE JACQUES;CONDIMENTOS;BASICOS;9.35;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
SALSA PICANTE;BOTELLA 60 ML.;TABASCO;CONDIMENTOS;MERCADOS;26.15;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
SALSA PICANTE;BOTELLA 380 GR. (PLASTICO). PARA BOTANAS;BUFALO;CONDIMENTOS;BASICOS;5.1;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
HABA;BOLSA 500 GR. PELADA;VERDE VALLE;LEGUMBRES SECAS;BASICOS;20.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CHILES EN LATA;LATA 105 GR. SERRANO;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;MERCADOS;3.14;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CHILES EN LATA;LATA 220 GR. JALAPENOS EN ESCABECHE;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;5,00;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
CHILES EN LATA;LATA 220 GR. JALAPENOS RAJAS;CLEMENTE JACQUES;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;5.75;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
COCTEL DE FRUTAS EN ALMIBAR;LATA 850 GR.;LA COSTENA;FRUTAS Y LEGUMBRES PROCESADAS;BASICOS;29.65;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
JUGO DE FRUTA;CAJA 1 LT. NARANJA;DEL VALLE;REFRESCOS ENVASADOS;BASICOS;13.8;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE ULTRAPASTEURIZADA;PARCIALMENTE DESCREMADA. CAJA 1 LT.;ALPURA 2000. LIGHT;LECHE PROCESADA;BASICOS;12.95;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE ULTRAPASTEURIZADA;PARCIALMENTE DESCREMADA. CAJA 1 LT.;LALA. LIGHT;LECHE PROCESADA;BASICOS;12.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE ULTRAPASTEURIZADA;DESCREMADA. CAJA 1 LT.;LALA. SILUETTE PLUS 0%;LECHE PROCESADA;BASICOS;14.25;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
LECHE ULTRAPASTEURIZADA;CAJA 1 LT. SEMIDESCREMADA;LALA. SEMIDESCREMADA;LECHE PROCESADA;BASICOS;12.45;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MARGARINA;CAJA PLASTICO 190 GR. CON SAL;PRIMAVERA CHANTILLY;ACEITES Y GRASAS VEG. COMESTIBLES;BASICOS;12.5;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
MARGARINA;BARRA 90 GR. SIN SAL;IBERIA. 4 EN 1;ACEITES Y GRASAS VEG. COMESTIBLES;MERCADOS;4.9;2011-01-10 00:00:00.000;I.S.S.S.T.E.;TIENDA DE AUTOSERVICIO;I.S.S.S.T.E. SUCURSAL 7;CORUÑA S/N ESQ. SUR 65-A;DISTRITO FEDERAL;IZTACALCO                               ;19.400.879;-99.131.672
